neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
XIV Monte Mario,12.43794313514123,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.605170185988091
I Centro Storico,12.468832607654118,Entire place,Entire home/apt,8,3.0,3.0,0.0,False,6.111467339502678
I Centro Storico,12.510617449879646,Entire vacation home,Entire home/apt,6,2.0,2.0,4.0,False,5.1298987149230735
XIV Monte Mario,12.4235402,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.343805421853684
I Centro Storico,12.504091568949262,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.997212273764115
XIV Monte Mario,12.4407001,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,False,5.187385805840755
I Centro Storico,12.48598,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.709530201312334
VII San Giovanni/Cinecittà,12.512057317287557,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.062595033026967
I Centro Storico,12.4666766,Entire rental unit,Entire home/apt,5,2.5,2.0,3.0,False,5.267858159063328
I Centro Storico,12.4700453,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,False,5.6594822157596205
X Ostia/Acilia,12.31182,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,False,4.51085950651685
XII Monte Verde,12.4663914,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,False,5.575949103146316
I Centro Storico,12.4994027,Room in hotel,Private room,1,1.0,1.0,1.0,True,4.143134726391533
I Centro Storico,12.5043266,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,4.127134385045092
I Centro Storico,12.474929660008268,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.74493212836325
I Centro Storico,12.497542409066412,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,False,4.820281565605037
II Parioli/Nomentano,12.4893063,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.0106352940962555
XII Monte Verde,12.359948381781576,Entire vacation home,Entire home/apt,4,1.0,1.0,2.0,False,4.382026634673881
I Centro Storico,12.44844,Entire vacation home,Entire home/apt,4,1.5,1.0,2.0,False,4.804021044733257
I Centro Storico,12.5043266,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,4.07753744390572
XIII Aurelia,12.4405705,Entire condo,Entire home/apt,5,1.0,1.0,1.0,False,4.394449154672438
XIII Aurelia,12.42067,Entire rental unit,Entire home/apt,10,2.0,3.0,6.0,False,5.393627546352361
I Centro Storico,12.5004914,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,False,4.68213122712422
XII Monte Verde,12.453812122090143,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.5217885770490405
I Centro Storico,12.471448409932474,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.703782474656201
I Centro Storico,12.5043266,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.060443010546419
I Centro Storico,12.4994027,Shared room in hotel,Shared room,4,2.0,1.0,4.0,True,3.2188758248682006
II Parioli/Nomentano,12.51440948413085,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.74493212836325
II Parioli/Nomentano,12.5172858,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,False,4.867534450455582
XII Monte Verde,12.422207528944806,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.382026634673881
II Parioli/Nomentano,12.5157093,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,False,5.19295685089021
I Centro Storico,12.4710197,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.424950017481402
I Centro Storico,12.500277473788673,Private room in bed and breakfast,Private room,2,0.5,1.0,1.0,False,4.990432586778736
I Centro Storico,12.469978,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.574710978503383
VII San Giovanni/Cinecittà,12.5037064,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.727387818712341
I Centro Storico,12.459511274325138,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,5.389071729816501
XV Cassia/Flaminia,12.469427082321204,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.700480365792416
I Centro Storico,12.4765545,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,4.867534450455582
I Centro Storico,12.4717273,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,5.676753802268282
I Centro Storico,12.47853,Private room in bed and breakfast,Private room,2,1.0,1.0,10.0,False,4.941642422609304
XIII Aurelia,12.41226,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.700480365792416
XV Cassia/Flaminia,12.4772685,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.394449154672438
XII Monte Verde,12.45476833466391,Entire home,Entire home/apt,4,2.0,1.0,2.0,False,4.330733340286331
XII Monte Verde,12.447419044959634,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.59511985013459
I Centro Storico,12.480259955387988,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.164785973923514
I Centro Storico,12.464904326652084,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.867534450455582
XII Monte Verde,12.4676368,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.478192895650864,Entire rental unit,Entire home/apt,6,1.5,1.0,3.0,False,4.969813299576001
XI Arvalia/Portuense,12.4472853,Entire vacation home,Entire home/apt,2,1.0,1.0,1.0,False,4.442651256490317
XIII Aurelia,12.4401124,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,4.700480365792416
V Prenestino/Centocelle,12.5352693,Entire condo,Entire home/apt,3,1.0,1.0,3.0,False,4.553876891600541
I Centro Storico,12.4521657,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.2574953720277815
I Centro Storico,12.493681037541684,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,5.7899601708972535
I Centro Storico,12.4627234656971,Entire rental unit,Entire home/apt,2,1.0,3.0,3.0,False,6.040254711277414
II Parioli/Nomentano,12.514544,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.553876891600541
XII Monte Verde,12.421736530688475,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.90527477843843
XIII Aurelia,12.4381924,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.356708826689592
XII Monte Verde,12.4661725523188,Entire rental unit,Entire home/apt,5,2.5,2.0,6.0,False,4.709530201312334
XII Monte Verde,12.4688927,Entire home,Entire home/apt,3,1.0,1.0,2.0,False,4.969813299576001
I Centro Storico,12.4734764339918,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.986452005284438
I Centro Storico,12.4900985,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.123963979403259
I Centro Storico,12.474331520237726,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.3694478524670215
V Prenestino/Centocelle,12.537185394182917,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.553876891600541
II Parioli/Nomentano,12.46354542615826,Shared room in guesthouse,Shared room,1,1.0,1.0,1.0,True,3.7612001156935624
II Parioli/Nomentano,12.4836564,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.653960350157523
I Centro Storico,12.4560384,Private room in condo,Private room,2,1.0,1.0,1.0,True,4.48863636973214
I Centro Storico,12.468992687310775,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.700480365792416
I Centro Storico,12.44998671533788,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,4.574710978503383
XII Monte Verde,12.45723,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.382026634673881
I Centro Storico,12.4963979,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,False,5.976350909297934
I Centro Storico,12.488159114496154,Entire condo,Entire home/apt,2,1.0,1.0,0.0,False,4.955827057601261
XIII Aurelia,12.4554448,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.795790545596741
XIII Aurelia,12.4554448,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.7535901911063645
I Centro Storico,12.464413256665129,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.836281906951478
VII San Giovanni/Cinecittà,12.5117006,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,False,4.969813299576001
I Centro Storico,12.469183338003148,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,4.962844630259907
IV Tiburtina,12.544635,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.941642422609304
I Centro Storico,12.483119721990704,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.0943445622221
I Centro Storico,12.44495429098606,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.919980925828125
I Centro Storico,12.50169,Private room in guest suite,Private room,2,1.0,1.0,1.0,False,4.61512051684126
I Centro Storico,12.50220557182513,Private room in rental unit,Private room,2,1.0,1.0,3.0,False,4.61512051684126
XI Arvalia/Portuense,12.461105875880085,Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,False,4.465908118654584
I Centro Storico,12.479183301329613,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,5.8664680569332965
I Centro Storico,12.5003854,Entire condo,Entire home/apt,4,1.0,1.0,4.0,False,4.543294782270004
I Centro Storico,12.4777346,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.062595033026967
I Centro Storico,12.496964429151996,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,False,8.006367567650246
XV Cassia/Flaminia,12.461266866308216,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.290459441148391
VII San Giovanni/Cinecittà,12.524482330265062,Private room in rental unit,Private room,2,2.0,2.0,2.0,True,4.060443010546419
I Centro Storico,12.4668379,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,5.41610040220442
I Centro Storico,12.4668379,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.919980925828125
I Centro Storico,12.4768603,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.288267030694535
I Centro Storico,12.465621349433068,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.736198448394496
I Centro Storico,12.50246,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.3694478524670215
I Centro Storico,12.503660865530284,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.394449154672438
I Centro Storico,12.450141475548556,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.406719247264253
VIII Appia Antica,12.5170362,Entire rental unit,Entire home/apt,4,1.5,1.0,4.0,False,4.605170185988091
VII San Giovanni/Cinecittà,12.507662661373615,Entire rental unit,Entire home/apt,12,3.5,5.0,8.0,False,6.063785208687608
I Centro Storico,12.479322969336057,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.937536205082426
I Centro Storico,12.469958178699017,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.420534999272285
VII San Giovanni/Cinecittà,12.5235349423279,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.882801922586371
II Parioli/Nomentano,12.46414038487081,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.564348191467836
VII San Giovanni/Cinecittà,12.563467959116634,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,False,4.68213122712422
I Centro Storico,12.472414,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,5.267858159063328
VII San Giovanni/Cinecittà,12.5603485,Private room in rental unit,Private room,1,1.0,1.0,1.0,True,3.295836866004329
VII San Giovanni/Cinecittà,12.557606063783169,Entire condo,Entire home/apt,6,1.0,3.0,4.0,False,5.303304908059076
VII San Giovanni/Cinecittà,12.5034993,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,False,4.174387269895637
I Centro Storico,12.500573701365475,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,False,5.231108616854587
III Monte Sacro,12.5360099,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.804021044733257
I Centro Storico,12.4668379,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.77912349311153
VII San Giovanni/Cinecittà,12.514730639391797,Entire rental unit,Entire home/apt,12,4.0,4.0,6.0,False,6.54965074223381
X Ostia/Acilia,12.36323,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.343805421853684
XII Monte Verde,12.46833,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.624972813284271
VII San Giovanni/Cinecittà,12.52074,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.465908118654584
XIV Monte Mario,12.4439915,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.783825182329737
XII Monte Verde,12.44811477619628,Entire rental unit,Entire home/apt,3,1.0,1.0,4.0,False,4.394449154672438
VII San Giovanni/Cinecittà,12.523925459625032,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.477336814478206
I Centro Storico,12.4589771,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.762173934797756
I Centro Storico,12.4752443,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.564520407322693
IX Eur,12.463445,Entire home,Entire home/apt,3,1.0,1.0,2.0,False,4.499809670330265
I Centro Storico,12.4675041,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.653960350157523
I Centro Storico,12.50327091344259,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,4.07753744390572
I Centro Storico,12.4733781,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,False,5.723585101952381
I Centro Storico,12.472486159878326,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,False,5.631211781821365
I Centro Storico,12.4619929,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.700480365792416
I Centro Storico,12.50021,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,False,6.139884552226255
I Centro Storico,12.47142,Entire home,Entire home/apt,4,1.5,1.0,2.0,False,5.549076084895219
XII Monte Verde,12.4612,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.90527477843843
V Prenestino/Centocelle,12.5423191,Entire vacation home,Entire home/apt,4,1.0,1.0,4.0,False,4.189654742026425
I Centro Storico,12.472787840859182,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.814130531825066
I Centro Storico,12.465276844511704,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.890349128221754
I Centro Storico,12.45880876213759,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.828313737302301
I Centro Storico,12.4509054,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.187385805840755
III Monte Sacro,12.5389679,Private room in home,Private room,1,1.0,1.0,1.0,True,4.007333185232471
I Centro Storico,12.47115,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.867534450455582
I Centro Storico,12.4407249,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.74493212836325
I Centro Storico,12.4595989,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.700480365792416
XV Cassia/Flaminia,12.466130112216492,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.6443908991413725
I Centro Storico,12.473552294221786,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.043425116919247
XIII Aurelia,12.4538112,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,False,5.1179938124167546
V Prenestino/Centocelle,12.534673610427138,Entire home,Entire home/apt,4,1.0,1.0,1.0,False,4.574710978503383
I Centro Storico,12.468905091459163,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.882801922586371
II Parioli/Nomentano,12.474786700000008,Entire rental unit,Entire home/apt,7,2.0,3.0,3.0,False,5.003946305945459
I Centro Storico,12.47684,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,4.955827057601261
V Prenestino/Centocelle,12.523989668679572,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.330733340286331
X Ostia/Acilia,12.26912,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,False,4.499809670330265
I Centro Storico,12.49102,Private room in condo,Private room,3,1.0,1.0,2.0,False,5.123963979403259
XIII Aurelia,12.431508041918278,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.77912349311153
IX Eur,12.4702908,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.3694478524670215
II Parioli/Nomentano,12.471246877593623,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.709530201312334
I Centro Storico,12.463881,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.087596335232384
I Centro Storico,12.4703,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.51085950651685
XIII Aurelia,12.45109,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,5.135798437050261
I Centro Storico,12.456522990707407,Entire rental unit,Entire home/apt,5,1.5,1.0,3.0,False,5.323009979138408
VII San Giovanni/Cinecittà,12.549961873759743,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.330733340286331
XIII Aurelia,12.43025,Private room in condo,Private room,2,1.0,1.0,1.0,True,3.6109179126442243
I Centro Storico,12.466,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.955827057601261
I Centro Storico,12.4748818,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,False,4.787491742782046
V Prenestino/Centocelle,12.542082201604115,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.04305126783455
XIII Aurelia,12.4516052,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,False,4.762173934797756
XIV Monte Mario,12.437501415344228,Room in hotel,Private room,4,1.0,2.0,2.0,False,5.272999558563747
II Parioli/Nomentano,12.514917503760817,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.272999558563747
I Centro Storico,12.478767492065431,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.941642422609304
II Parioli/Nomentano,12.50095311552286,Shared room in rental unit,Shared room,1,1.0,1.0,1.0,True,4.382026634673881
IX Eur,12.481085783844255,Private room in rental unit,Private room,2,3.0,5.0,1.0,False,4.110873864173311
II Parioli/Nomentano,12.5237508,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,False,4.2626798770413155
I Centro Storico,12.473797661867444,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.795790545596741
XII Monte Verde,12.4522842,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.553876891600541
I Centro Storico,12.474628518097566,Private room in rental unit,Private room,3,1.0,2.0,2.0,False,4.969813299576001
XV Cassia/Flaminia,12.4763,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,5.075173815233827
I Centro Storico,12.473429,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.969813299576001
XIII Aurelia,12.450931139345652,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,5.247024072160486
XIV Monte Mario,12.42237,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.700480365792416
I Centro Storico,12.498043543486226,Private room in condo,Private room,2,1.0,1.0,1.0,False,3.912023005428146
X Ostia/Acilia,12.251391,Private room in boat,Private room,6,2.0,3.0,4.0,True,4.499809670330265
V Prenestino/Centocelle,12.5327124,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.382026634673881
XIII Aurelia,12.45186,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,4.787491742782046
I Centro Storico,12.50554759935996,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.762173934797756
XII Monte Verde,12.467443680950918,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,False,4.962844630259907
I Centro Storico,12.4959494,Private room in condo,Private room,3,1.0,1.0,2.0,False,4.605170185988091
I Centro Storico,12.501725310447153,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,False,5.648974238161206
I Centro Storico,12.471195626983658,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,5.393627546352361
I Centro Storico,12.50039,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.030437921392435
I Centro Storico,12.50596041028129,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,False,5.686975356339819
XV Cassia/Flaminia,12.446323965606702,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.499809670330265
I Centro Storico,12.4685326,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.836281906951478
II Parioli/Nomentano,12.516726097134324,Entire rental unit,Entire home/apt,4,2.5,2.0,3.0,False,5.099866427824198
I Centro Storico,12.468047074533716,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.560681631015528
XIII Aurelia,12.45057,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.663439094112067
III Monte Sacro,12.528540033850936,Entire condo,Entire home/apt,5,1.0,2.0,4.0,False,4.499809670330265
I Centro Storico,12.46262,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.718498871295094
VII San Giovanni/Cinecittà,12.5193080107804,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.0943445622221
I Centro Storico,12.482960348097786,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,False,6.906754778648553
I Centro Storico,12.47196,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,False,5.204006687076795
I Centro Storico,12.461579922641311,Private room in rental unit,Private room,4,1.0,1.0,2.0,False,5.017279836814924
VII San Giovanni/Cinecittà,12.51720460845948,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.6913478822291435
I Centro Storico,12.461463747370152,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.605170185988091
I Centro Storico,12.477246411144732,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,5.579729825986222
IX Eur,12.40841,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,False,4.143134726391533
VI Roma delle Torri,12.69707481216431,Dome,Entire home/apt,2,1.0,1.0,2.0,False,5.438079308923196
II Parioli/Nomentano,12.496857999219596,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.174387269895637
I Centro Storico,12.4710762,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,5.537334267018537
XII Monte Verde,12.454055125985276,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,4.605170185988091
I Centro Storico,12.464997474715878,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.969813299576001
I Centro Storico,12.46699,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,False,4.7535901911063645
XII Monte Verde,12.47158020557631,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,False,5.3471075307174685
VIII Appia Antica,12.50152199605497,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,True,3.4011973816621555
I Centro Storico,12.4959494,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.787491742782046
I Centro Storico,12.44613,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,4.762173934797756
I Centro Storico,12.4984407,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,False,5.560681631015528
IV Tiburtina,12.528368,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,False,4.356708826689592
I Centro Storico,12.498758515344235,Entire rental unit,Entire home/apt,8,1.5,3.0,4.0,False,5.10594547390058
II Parioli/Nomentano,12.480470321084136,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.37989735354046
I Centro Storico,12.500251,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,False,5.159055299214529
IX Eur,12.45479431003332,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,False,4.941642422609304
I Centro Storico,12.471893391806,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,5.049856007249537
XII Monte Verde,12.4596696,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,False,5.433722003554239
I Centro Storico,12.46358,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.043425116919247
I Centro Storico,12.49597,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.820281565605037
IV Tiburtina,12.54106,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,4.787491742782046
V Prenestino/Centocelle,12.54619,Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,False,4.127134385045092
VI Roma delle Torri,12.69196,Tiny home,Entire home/apt,2,1.0,1.0,2.0,False,3.784189633918261
I Centro Storico,12.49597,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.844187086458591
XV Cassia/Flaminia,12.4749347,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.025351690735149
V Prenestino/Centocelle,12.542311093254108,Entire loft,Entire home/apt,2,1.0,0.0,1.0,False,3.7612001156935624
I Centro Storico,12.50305127352476,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,4.976733742420574
V Prenestino/Centocelle,12.542270653427108,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.51085950651685
I Centro Storico,12.492508397483814,Entire rental unit,Entire home/apt,7,3.0,3.0,4.0,False,5.575949103146316
VIII Appia Antica,12.486572265429828,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.867534450455582
I Centro Storico,12.4839343,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.890349128221754
XIII Aurelia,12.453196939286803,Entire rental unit,Entire home/apt,7,2.0,2.0,5.0,False,5.433722003554239
I Centro Storico,12.470697314727069,Entire vacation home,Entire home/apt,4,1.0,1.0,2.0,False,4.890349128221754
I Centro Storico,12.49937,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,False,4.290459441148391
XII Monte Verde,12.455672,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.477336814478206
I Centro Storico,12.477507480018488,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.141663556502659
VII San Giovanni/Cinecittà,12.52946,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.663439094112067
XV Cassia/Flaminia,12.4689873,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.770684624465664
VII San Giovanni/Cinecittà,12.50850341283879,Entire condo,Entire home/apt,7,2.5,3.0,4.0,False,5.384495062789089
XIII Aurelia,12.456103641727276,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,5.075173815233827
I Centro Storico,12.46175,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,False,4.852030263919617
I Centro Storico,12.46553509510651,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.53338948872752
V Prenestino/Centocelle,12.53527816507135,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,6.240275845170769
III Monte Sacro,12.5284,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.430816798843313
XIII Aurelia,12.432452514767649,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.787491742782046
V Prenestino/Centocelle,12.54072,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,False,5.19295685089021
V Prenestino/Centocelle,12.53642,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.584967478670571
I Centro Storico,12.4692,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.4748322,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.332718793265369
I Centro Storico,12.5026928,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,False,5.225746673713201
VIII Appia Antica,12.4783272,Entire condo,Entire home/apt,3,1.0,2.0,2.0,False,4.867534450455582
XIII Aurelia,12.452861245525742,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.736198448394496
I Centro Storico,12.467305,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,False,5.46383180502561
